Doc Id,Contents of file after Preprocessing
cranfield1215,"['effect', 'slip', 'particularly', 'highly', 'cooled', 'walls', 'found', 'boundary', 'conditions', 'velocity', 'slip', 'temperature', 'jump', 'oversimplified', 'unrealistic', 'way', 'effect', 'phenomena', 'heat', 'transfer', 'shear', 'stagnation', 'point', 'order', 'ratio', 'mean', 'free', 'path', 'outside', 'boundary', 'layer', 'boundarylayer', 'thickness', 'even', 'highly', 'cooled', 'walls', 'simplified', 'theory', 'effect', 'given', 'puts', 'physical', 'reasons', 'results', 'evidence', 'agrees', 'closely', 'accurate', 'calculations', 'concluded', 'effects', 'slip', 'jump', 'negligible', 'comparison', 'low-reynolds-number', 'corrections', 'even', 'cold', 'walls']"
cranfield1027,"['note', 'creep', 'buckling', 'columns', 'phenomenological', 'relation', 'stress', 'strain', 'rate', 'temperature', 'suggested', 'account', 'behavior', 'polycrystalline', 'metals', 'equicohesive', 'temperature', 'properties', 'metal', 'included', 'relation', 'elasticity', 'linear', 'thermal', 'expansion', 'viscosity', 'relation', 'may', 'integrated', 'various', 'conditions', 'provide', 'information', 'creep', 'rates', 'creep', 'rupture', 'stress-strain', 'curves', 'rapid-heating', 'curves', 'shown', 'one', 'material', '7075-t6', 'aluminum-alloy', 'sheet', 'information', 'yielded', 'relation', 'four', 'applications', 'agrees', 'reasonably', 'well', 'test', 'data']"
cranfield0333,"['boundary-layer', 'interaction', 'yawed', 'infinite', 'wing', 'hypersonic', 'flow', 'equations', 'given', 'laminar', 'boundary-layer', 'equations', 'yawed', 'infinite', 'wing', 'constant', 'wall', 'temperature', 'combined', 'howorth', 'mangler', 'transformation', 'diagrams', 'show', 'relatively', 'small', 'influence', 'yaw', 'increase', 'boundary-layer', 'secondary', 'flow', 'variation', 'local', 'heat', 'transfer', 'rate', 'yaw']"
cranfield0101,"['laminar', 'heat', 'transfer', 'blunt-nosed', 'bodies', 'hypersonic', 'flight', 'speeds', 'paper', 'deals', 'two', 'limiting', 'cases', 'laminar', 'heat', 'transfer', 'blunt-nosed', 'bodies', 'hypersonic', 'flight', 'speeds', 'high', 'stagnation', 'temperatures', '..', 'thermodynamic', 'equilibrium', 'chemical', 'reaction', 'rates', 'regarded', '/very', 'fast/', 'compared', 'rates', 'diffusion', 'across', 'streamlines.', 'b', 'diffusion', 'rate-governing', 'volume', 'recombination', 'rates', 'within', 'boundary', 'layer', '/very', 'slow/', 'compared', 'diffusion', 'across', 'streamlines', 'either', 'case', 'gas', 'density', 'near', 'surface', 'blunt-nosed', 'body', 'much', 'higher', 'density', 'outside', 'boundary', 'layer', 'velocity', 'stagnation', 'enthalpy', 'profiles', 'much', 'less', 'sensitive', 'pressure', 'gradient', 'familiar', 'case', 'moderate', 'temperature', 'differences', 'fact', 'case', 'nondimensionalized', 'enthalpy', 'gradient', 'surface', 'represented', 'accurately', '/classical/', 'zero', 'pressure', 'gradient', 'value', 'surface', 'heat-transfer', 'rate', 'distribution', 'obtained', 'directly', 'terms', 'surface', 'pressure', 'distribution', 'order', 'illustrate', 'method', 'solution', 'applied', 'special', 'cases', 'unyawed', 'hemisphere', 'unyawed', 'blunt', 'cone', 'capped', 'spherical', 'segment', 'opposite', 'limiting', 'case', 'diffusion', 'rate-controlling', 'diffusion', 'equation', 'species', 'reduced', 'form', 'low-speed', 'energy', 'equation', 'except', 'prandtl', 'number', 'replaced', 'schmidt', 'number', 'simplifications', 'introduced', 'case', 'also', 'applicable', 'expression', 'surface', 'heat', 'transfer', 'rate', 'similar.', 'maximum', 'value', 'ratio', 'rate', 'heat', 'transfer', 'diffusion', 'alone', 'heat', 'conduction', 'alone', 'case', 'thermodynamic', 'equilibrium', 'given', '..', 'prandtl', 'no./schmidt', 'diffusion', 'coefficient', 'estimated', 'taking', 'reasonable', 'value', 'atom-molecule', 'collision', 'cross', 'section', 'ratio', '1.30', 'additional', 'theoretical', 'especially', 'experimental', 'studies', 'clearly', 'required', 'simple', 'results', 'accepted']"
cranfield0565,"['similar', 'solutions', 'compressible', 'boundary', 'layer', 'yawed', 'cylinder', 'transpiration', 'cooling', 'heat-transfer', 'skin-friction', 'parameters', 'obtained', 'exact', 'numerical', 'solutions', 'laminar', 'compressible-boundary-layer', 'equations', 'infinite', 'cylinder', 'yaw', 'presented', 'chordwise', 'flow', 'transformed', 'plane', 'falkner-skan', 'type', 'solutions', 'given', 'chordwise', 'stagnation', 'flow', 'porous', 'nonporous', 'wall', 'effect', 'linear', 'viscositytemperature', 'relation', 'compared', 'effect', 'sutherland', 'viscositytemperature', 'relation', 'stagnation', 'line', 'cylinder', 'prandtl', 'number', '0.7', 'effects', 'pressure', 'gradient', 'mach', 'number', 'yaw', 'angle', 'wall', 'temperature', 'investigated', 'linear', 'viscosity-temperature', 'relation', 'prandtl', 'number', '1.0', 'nonporous', 'wall', 'results', 'indicate', 'compressibility', 'effects', 'become', 'important', 'large', 'mach', 'numbers', 'yaw', 'angles', 'larger', 'percentage', 'effects', 'skin', 'friction', 'heat', 'transfer', 'use', 'two', 'different', 'viscosity', 'relations', 'gives', 'results', 'except', 'large', 'changes', 'temperature', 'occur', 'across', 'boundary', 'layer', 'highly', 'cooled', 'wall', 'present', 'solutions', 'predict', 'larger', 'amount', 'coolant', 'would', 'required', 'given', 'large', 'mach', 'number', 'yaw', 'angle', 'would', 'predicted', 'solutions', 'corresponding', 'incompressible-boundary-layer', 'equations']"
cranfield0757,"['investigation', 'flow', 'plane', 'half-wing', 'cropped', 'delta', 'planform', '6', 'symmetrical', 'section', 'stream', 'mach', 'numbers', '0', '8', '1', '41', 'study', 'made', 'flow', 'development', 'wing', 'incidence', 'stream', 'mach', 'number', 'vary', 'illustrated', 'surface', 'pressure', 'distributions', 'oil-flow', 'patterns', 'growth', 'movement', 'two', 'main', 'surface', 'shocks', 'rear', 'forward', 'shocks', 'discussed', 'conditions', 'flow', 'separation', 'shocks', 'considered', 'rear', 'shock', 'little', 'sweep', 'conditions', 'similar', 'shock-induced', 'separation', 'two-dimensional', 'aerofoils', 'forward', 'shock', 'comparatively', 'highly', 'swept', 'separation', 'seems', 'correspond', 'two', 'rather', 'different', 'simultaneously-attained', 'conditions', 'one', 'related', 'component', 'mach', 'number', 'normal', 'shock', 'front', 'position', 'reattachment', 'line', 'flow', 'region', 'leading', 'edge', 'forward', 'shock', 'shown', 'certain', 'characteristics', 'analogous', 'found', 'upstream', 'shock', 'two-dimensional', 'aerofoils', 'rear', 'forward', 'shock', 'ahead', 'rear', 'shock', 'flow', 'low', 'supersonic', 'speeds', 'resembles', 'respects', 'simple', 'cone', 'general', 'flow', 'development', 'related', 'text', 'wing', 'lift', 'pitching', 'moment', 'drag', 'first', 'two', 'affected', 'aft', 'movement', 'rear', 'shock', 'also', 'stimulates', 'transonic', 'drag', 'rise', 'lift-dependent', 'drag', 'shown', 'influenced', 'appearance', 'leading-edge', 'separation', 'possibly', 'also', 'stage', 'development', 'forward', 'shock', 'flow', 'cropped-delta', 'planform', 'noteworthy', 'absence', 'strong', 'outboard', 'shock', 'attributed', 'partly', 'cropped', 'tip', 'partly', 'unswept', 'trailing', 'edge', 'comparison', 'made', 'results', 'obtained', 'preliminary', 'tests', 'wing', 'planform', 'closely', 'resembled', 'true', 'delta']"
cranfield1018,"['note', 'creep', 'buckling', 'columns', 'results', 'short-time', 'elevated-temperature', 'creep', 'tests', 'objective', 'obtaining', 'procedures', 'predicting', 'column', 'lifetime', 'semiempirical', 'lifetime', 'curves', 'obtained', 'aid', 'previously', 'published', 'column', 'creep', 'theory', 'used', 'deriving', 'column', 'curves', 'semiempirical', 'lifetime', 'curves', 'also', 'used', 'study', 'effect', 'varying', 'applied', 'stress', 'out-of-straightness', 'range', 'considered', 'small', 'variations', 'out-of-straightness', 'found', 'little', 'practical', 'significance', 'whereas', 'small', 'stress', 'variations', 'change', 'column', 'lifetime', 'considerably', 'range', 'out-of-straightness', 'encountered', 'tests', 'data', 'presented', 'plots', 'explicitly', 'include', 'out-of-straightness', 'plots', 'type', 'satisfactory', 'predicting', 'column', 'lifetime', 'design', 'purposes']"
cranfield0768,"['formulae', 'use', 'fatigue', 'load', 'meter', 'assessment', 'wing', 'fatigue', 'life', 'note', 'gives', 'method', 'derivation', 'suitable', 'constants', 'multiplied', 'readings', 'recorded', 'appropriate', 'acceleration', 'level', 'fatigue', 'load', 'meter', 'added', 'together', 'give', 'directly', 'proportion', 'fatigue', 'life', 'used', 'wing', 'suggested', 'estimated', 'proportion', 'order', '80', 'detailed', 'assessment', 'fatigue', 'life', 'made']"
cranfield0902,"['current', 'proposed', 'investigations', 'flow', 'slender', 'delta', 'wings', 'unsteady', 'motion', 'practical', 'need', 'research', 'aerodynamics', 'slender', 'delta', 'wings', 'unsteady', 'motion', 'emphasized', 'recent', 'paper', 'zbrozek', 'two', 'important', 'aspects', '..', 'formation', 'presence', 'leading-edge', 'vortices', 'oscillatory', 'transient', 'modes', 'longitudinal', 'chordwise', 'bending', 'first', 'aspects', 'already', 'briefly', 'discussed', 'ref', '2', 'one', 'feature', 'flow', 'leading-edge', 'vortices', 'seems', 'particular', 'significance', 'dynamic', 'behaviour', 'wing', 'shedding', 'vorticity', 'leading', 'edge', 'well', 'trailing', 'edge', 'time-dependent', 'motion', 'distortion', 'wing', 'leads', 'change', 'rate', 'vorticity', 'shed', 'conventional', 'types', 'flow', 'free', 'vorticity', 'shed', 'trailing', 'edge', 'diminishing', 'influence', 'wing', 'free', 'vorticity', 'shed', 'leading', 'edge', 'passing', 'downstream', 'remains', 'close', 'upper', 'surface', 'wing', 'might', 'expected', 'although', 'magnitudes', 'unsteady', 'forces', 'may', 'greatly', 'affected', 'slender', 'delta', 'time', 'delays', 'associated', 'forces', 'may', 'significantly', 'different', 'attached', 'separated', 'regimes', 'leading-edge', 'flow']"
cranfield0358,"['model', 'free', 'shock', 'separation', 'turbulent', 'boundary', 'layer', 'free', 'shock-separated', 'boundary', 'layers', 'one', 'means', 'type', 'separation', 'flow', 'downstream', 'separation', 'region', 'free', 'adjust', 'direction', 'may', 'result', 'shock-boundary-layer', 'interaction', 'process', 'detailed', 'model', 'free', 'shock-separated', 'turbulent', 'boundary', 'layer', 'postulated', 'pressure', 'rise', 'following', 'model', 'estimated', 'compared', 'experiments', 'results', 'applied', 'prediction', 'separation', 'overexpanded', 'nozzle']"
cranfield0956,"['elastic', 'stability', 'simply', 'supported', 'corrugated', 'core', 'sand-', 'wich', 'cylinders', 'theoretical', 'buckling', 'coefficients', 'obtained', 'general', 'instability', 'simply', 'supported', 'corrugated', 'core', 'sandwich', 'circular', 'cylinders', 'combined', 'loads', 'core', 'oriented', 'parallel', 'longitudinal', 'axis', 'cylinder', 'buckling', 'curves', 'presented', 'axial', 'compression', 'external', 'lateral', 'pressure', 'torsion', 'typical', 'interactions', 'differential', 'equations', 'equilibrium', 'used', 'obtain', 'buckling', 'equations', 'derived', 'small', 'deflection', 'equations', 'stein', 'mayer', 'include', 'effect', 'deformation', 'due', 'transverse', 'shear', 'equations', 'solved', 'galerkin', ""'s"", 'equation', 'remarks', 'made', 'concerning', 'probable', 'validity', 'results', 'small', 'deflection', 'theory', 'sandwich', 'shells']"
cranfield1073,"['practical', 'method', 'numerical', 'evaluation', 'solutions', 'partial', 'differential', 'equations', 'heat-conduction', 'type', 'three', 'approximate', 'methods', 'solution', 'nonlinear', 'equation', 'heat', 'flow', 'medium', 'heat', 'generated', 'chemical', 'reaction', 'compared', 'equations', 'subscripts', 'indicate', 'partial', 'differentiations', 'q', 'k']"
cranfield0393,"['shear', 'flow', 'along', 'flat', 'plate', 'uniform', 'suction', 'recently', 'several', 'authors', 'investigated', 'boundary', 'layer', 'shear', 'flow', 'note', 'exact', 'solution', 'navier-stokes', 'equations', 'presented', 'represents', 'boundary', 'layer', 'along', 'infinite', 'flat', 'plate', 'uniform', 'suction', 'situated', 'shear', 'flow']"
cranfield1241,"['turbulent', 'boundary', 'layer', 'chemically', 'active', 'ablating', 'surfaces', 'incompressible', 'turbulent-boundary-layer', 'analysis', 'extrapolated', 'analytically', 'case', 'compressible', 'turbulent', 'boundary', 'layer', 'ablation', 'mass', 'injection', 'surface', 'effects', 'chemical', 'reactions', 'dissociation', 'recombination', 'well', 'combustion', 'included', 'analysis', 'applies', 'blunt', 'well', 'sharp', 'bodies', 'either', 'axisymmetric', 'two-dimensional', 'turbulent', 'lewis', 'prandtl', 'numbers', 'unity', 'found', 'laminar', 'case', 'little', 'detailed', 'knowledge', 'chemistry', 'inside', 'boundary', 'layer', 'required', 'instances', 'conditions', 'surface', 'outer', 'edge', 'boundary', 'layer', 'often', 'sufficient', 'prediction', 'heat', 'mass', 'transfer', 'comparison', 'made', 'experiments', 'combustion', 'graphite', 'turbulent', 'flow', 'conditions', 'prediction', 'ablation', 'rates', 'within', '30', 'percent', 'accuracy', 'obtained', 'empirical', 'constants', 'obtained', 'incompressible', 'velocity', 'profiles', 'mass', 'injection', 'used']"
cranfield0155,"['solution', 'laminar', 'boundary', 'layer', 'equations', 'problem', 'flow', 'along', 'flat', 'plate', 'placed', 'edgewise', 'steady', 'stream', 'retarding', 'pressure', 'gradient', 'varying', 'linearly', 'distance', 'x', 'leading', 'edge', 'plate', 'superposed', 'discussed', 'denotes', 'distance', 'measured', 'perpendicular', 'plate', 'solution', 'obtained', 'form', 'power', 'series', 'x', 'coefficients', 'functions', 'differential', 'equations', 'obtained', 'coefficients', 'seven', 'coefficients', 'obtained', 'reasonable', 'accuracy', 'eighth', 'ninth', 'roughly', 'unfortunately', 'appears', 'eight', 'terms', 'required', 'carry', 'solution', 'point', 'separation', 'work', 'involved', 'determination', 'prohibitive', 'two', 'approximate', 'methods', 'developed', 'determining', 'error', 'first', 'seven', 'terms', 'series', 'used', 'approximation', 'methods', 'lead', 'determination', 'point', 'separation', 'agreement', 'position', 'velocity', 'edge', 'boundary', 'layer', 'leading', 'edge', 'plate', 'velocity', 'gradient', 'separation', 'found', 'method', 'developed', 'solution', 'boundary', 'layer', 'equations', 'retarded', 'region', 'obtained', 'replacing', 'velocity', 'distribution', 'edge', 'boundary', 'layer', 'circumscribing', 'polygon', 'infinitesimal', 'sides', 'applying', 'preceding', 'solution', 'sides', 'making', 'momentum', 'integral', 'continuous', 'vortex', 'problem', 'thereby', 'reduced', 'solution', 'first', 'order', 'differential', 'equation']"
cranfield1087,"['convergence', 'rates', 'iterative', 'treatments', 'partial', 'differential', 'equations', 'development', 'high-speed', 'digital', 'computers', 'made', 'feasible', 'numerical', 'solution', 'iterative', 'methods', 'partial', 'differential', 'equations', 'convergence', 'rates', 'several', 'iterative', 'methods', 'estimated', 'found', 'familiar', 'elementary', 'iterative', 'methods', 'quite', 'simple', 'problems', 'require', 'prohibitive', 'computational', 'labor', 'iterative', 'methods', 'considered', 'related', 'various', 'forms', 'southwell', '/relaxation', 'method/', 'involve', 'successively', 'applied', 'local', 'corrections', 'improve', 'approximate', 'solution', 'however', 'iterative', 'methods', 'routinized', 'conformity', 'requirements', 'automatic', 'computers', 'relaxation', 'method', 'flexible', 'depends', 'essential', 'way', 'skill', 'practitioners']"
cranfield0969,"['use', 'side-jets', 'control', 'devices', 'wind', 'tunnel', 'experiments', 'side-jets', 'issuing', 'laterally', 'near', 'base', 'slender', 'bodies', 'supersonic', 'stream', 'suggested', 'existence', 'sizable', 'usable', 'interaction', 'interaction', 'force', 'use', 'jet', 'reaction', 'controls', 'may', 'attractive', 'flight', 'within', 'atmosphere', 'obviously', 'flight', 'outside', 'atmosphere', 'note', 'indicates', 'altitude', 'regime', 'interest', 'order', 'magnitude', 'interaction', 'bonus', 'lateral', 'control', 'jet', 'located', 'near', 'base', 'body', 'revolution']"
cranfield0367,"['control', 'system', 'analysis', 'design', 'via', 'second', 'method', 'lyapunov', 'the/second', 'method/of', 'lyapunov', 'general', 'approach', 'currently', 'theory', 'stability', 'dynamic', 'systems', 'rigorous', 'exposition', 'fundamental', 'concepts', 'theory', 'applications', 'made', 'to/a/', 'stability', 'linear', 'stationary', 'linear', 'nonslationary', 'nonlinear', 'systems', './b/estimation', 'transient', 'behavior', './c/control-system', 'optimization', './d/design', 'relay', 'servos', 'discussion', 'essentially', 'self-contained', 'emphasis', 'thorough', 'development', 'principal', 'ideas', 'mathematical', 'tools', 'systems', 'governed', 'differential', 'equations', 'treated', 'systems', 'governed', 'difference', 'equations', 'subject', 'companion', 'paper']"
